time_s,ref_east_m,ref_north_m,ref_up_m,eskf_east_m,eskf_north_m,eskf_up_m,ref_speed_mps,eskf_speed_mps,eskf_roll_deg,eskf_pitch_deg,eskf_yaw_deg,phone_gps_is_new_fix,gnss_accepted,gnss_nis,horiz_pos_err_m,vel_err_mps,pos_std_3d_m,min_eigenvalue
156.0,-836.6174388043326,369.0202439986133,-11.205432417654464,-839.830525892907,361.81279728017466,37.10455979243798,12.03111111111111,11.940000000000001,6.757310593432827,-1.1356304026140684,178.45760685611802,True,True,0.0,7.89121136695092,0.09111111111110937,7.614898248375789,0.0001
156.1,-837.4203523225325,369.9217171334351,-11.29558980302486,-840.6590262539929,362.68482441702855,37.107949205811245,12.148055555553901,12.117157107502726,6.520755725873739,-1.0071369081325503,177.96313950280924,False,False,,7.928532337267687,0.030898448051175365,7.620812169707395,9.999093265053313e-05
156.2,-838.2164674998768,370.80093561141854,-11.355745232156382,-841.4841737759361,363.5610614001034,37.118468584450625,12.036111111115877,11.956195291136305,7.549472166619163,-1.7245589002590629,177.07012722290332,False,False,,7.943153209038796,0.07991581997957198,7.638582995738678,9.996181946340729e-05
156.3,-839.0329885346135,371.6912812777245,-11.485904209092645,-842.3001717539692,364.4475769907997,37.12604841802253,12.198888888884168,12.143017897513001,8.91235638134019,-1.6690065086187655,177.13434522545012,False,False,,7.946429260067178,0.05587099137116702,7.6682710900598225,9.991271119667595e-05
156.4,-839.8222973523965,372.5704988141566,-11.546059187058129,-843.1089400627322,365.3427285207664,37.13033178500381,11.913888888893021,11.985327600386817,9.150921128360908,-1.808148271908019,176.88179276603526,False,False,,7.939942299501756,0.07143871149379599,7.709958741654502,9.984351557201359e-05
156.5,-840.5911842514307,373.48309658715743,-11.59621365476741,-843.9065082366712,366.23742381105865,37.13519141581686,11.89,11.98673340402505,8.821684972723325,-1.7351511054203201,177.08814958084687,False,False,,7.9681332258823465,0.09673340402505026,7.763755934476545,9.975403650954665e-05
156.6,-841.380492916968,374.3289289679259,-11.696367114042097,-844.694248333324,367.1402156037629,37.13299596437381,11.746944444444802,11.977015059513395,8.933885361807091,-1.8894290213496274,176.9577709996505,False,False,,7.915716947410662,0.23007061506859294,7.829768349859274,9.964398653706052e-05
156.7,-842.1357683238382,375.2303963584626,-11.75651957116946,-845.4690896555776,368.05504026330317,37.12131560557286,11.771111111111551,12.002483650158826,9.512407347134,-1.8491294795253637,177.36287079473104,False,False,,7.911811814810214,0.23137253904727473,7.908113345011997,9.951297519511554e-05
156.8,-842.9182681653907,376.0984837154287,-11.846673867210514,-846.2293908953442,368.9844738914675,37.107167893599815,11.786111111110676,12.016093404652324,9.516360522728904,-1.6127134897124096,177.46341193730765,False,False,,7.846825441427338,0.22998229354164756,7.998984557282011,9.936033446986154e-05
156.9,-843.6803466741969,376.9888230239153,-11.93682699654832,-846.9790296644127,369.932033011025,37.095468937257685,11.74000000000067,12.150335394347778,9.11306534400207,-1.9903337010741042,176.76363574466083,False,False,,7.7897108262096015,0.41033539434710775,8.102619089706335,9.918524133306744e-05
157.0,-844.4492395828964,377.8346534866339,-12.016978604654213,-847.7199349107842,370.8953515085234,37.08120187603071,11.545,12.157631262441212,9.711231545872318,-1.9216692382029907,176.5454852223598,False,False,,7.671463997913001,0.6126312624412122,8.219178480174552,9.898689811517357e-05
157.1,-845.2045155889858,378.7027364687721,-12.10712993849846,-848.4509053408303,371.87391243853506,37.06413277360725,11.52805555555495,12.274121887927029,9.594912579275091,-2.0140517029364537,176.32188020388006,False,False,,7.561209166318844,0.7460663323720791,8.348868576153247,9.876428568373739e-05
157.2,-845.9597958671317,379.55969305745026,-12.177280817800547,-849.1741851559879,372.8655973946965,37.04810093568689,11.486944444441079,12.276682594436672,9.465418589531478,-2.197611316345946,175.82304139364805,False,False,,7.425847779372519,0.7897381499955927,8.49194978488695,9.85161528594878e-05
157.3,-846.6946560121785,380.4166450402172,-12.26742919568372,-849.8916979350001,373.8642147996645,37.034716316502454,11.371944444447779,12.318092008507861,10.128939921540928,-2.6169602428706438,175.0750582134801,False,False,,7.290776303905385,0.946147564060082,8.648645343939942,9.824123333879075e-05
157.4,-847.4431280828956,381.2847283223379,-12.33758024413806,-850.6034435069006,374.8696566542752,37.02330006794377,11.4211111111104,12.320482083824007,9.739865819871623,-2.949018254263898,175.1111737899913,False,False,,7.151275276870888,0.8993709727136068,8.81916895092953,9.793815122523296e-05
157.5,-848.1711838584653,382.1305516360993,-12.427727454610903,-851.3030216357539,375.8825942104532,37.01181204166859,11.285,12.302082145907349,8.972759357340516,-3.0510121708758673,175.12051203227873,False,False,,6.988946977616781,1.0170821459073487,9.003736181673851,9.760526314795782e-05
157.6,-848.9060470134767,382.96524853329333,-12.517875095866113,-851.9826540637773,376.90573492939683,37.00052845313015,11.236111111109782,12.266242253845792,9.228839483654177,-2.99621153271988,175.5311101702181,False,False,,6.79582342750061,1.0301311427360105,9.202641326465809,9.724061531994013e-05
157.7,-849.6341022477242,383.81107201619693,-12.608022696365436,-852.6489865496953,377.9372761759072,36.988527686788714,11.146111111104378,12.29578658416274,8.666806566877263,-2.9088636366905662,175.97524319035722,False,False,,6.602348440341306,1.1496754730583607,9.416028104566708,9.684279113362116e-05
157.8,-850.3417431334731,384.6235078287956,-12.718165762361554,-853.3080880253102,378.97247473068023,36.97220802235005,10.91611111111778,12.250891068403199,8.819348974946937,-3.124862587613304,175.56987935046274,False,False,,6.382270528058459,1.3347799572854182,9.64387793754135,9.641047941401987e-05
157.9,-851.0561914126622,385.424817219206,-12.828309243018959,-853.9545715086381,380.01587496231997,36.95427684755769,10.916944444444432,12.301475922218067,8.762297941530349,-3.2966491442521053,174.94452235456976,False,False,,6.136551435380971,1.3845314777736348,9.886513502545247,9.594120350727225e-05
158.0,-851.7570260568259,386.23725200516583,-12.938451764078621,-854.5918032219638,381.07323370283575,36.93932447757343,10.77888888888889,12.391252900979122,8.290549566681392,-3.2544702891539994,174.86787228733354,False,False,,5.890929179916124,1.6123640120902323,10.144318338609299,9.543279692467297e-05
158.1,-852.4578617790796,387.0496874695571,-13.03859446650084,-855.2263444110006,382.1377407764761,36.925783485597194,10.839999999998506,12.3958601720331,7.874109327225582,-3.0293668642250386,175.41981211649167,False,False,,5.63841435147484,1.5558601720345937,10.417275080646762,9.488430085680005e-05
158.2,-853.1518955289079,387.86212365509857,-13.108736440098271,-855.8536410810653,383.20900562705145,36.90982260953482,10.738888888889328,12.435130804423128,8.70942751302085,-2.76623901277553,175.7516702717567,False,False,,5.380607438899429,1.6962419155338004,10.70539342280945,9.429389468250507e-05
158.3,-853.8459257677316,388.6856869843672,-13.188879270699012,-856.4690614012761,384.28601282780454,36.89130639737711,10.753888888888454,12.376553190715537,8.718914776452241,-2.8795350910319515,175.86635145668635,False,False,,5.122301556516964,1.6226643018270828,11.008811388267205,9.366030812778882e-05
